"id","city","job_title","job_category1","job_category2","job_category3","job_industry1","job_industry2","job_industry3","salary_minimum","salary_maximum","num_vacancies","career_level","experience_years","post_date","views","job_description","job_requirements","payment_period","currency"
"55299fb0","alexandria","Operations Engineer","Engineering","Select","Select","Chemicals/Petro-Chemicals","Select","Select","8000","12000","1","Experienced (Non-Manager)","3","2014-01-02 16:01:26","0","OPERATION ENGINEER Aug 2008 to Jul 2011
<p> Crude Distillation Unit(CDU)<br /> Vacume Distillation Unit(VDU)<br /> Diesel Hydrotreater Unite(VDU)</p>
<p>KEY PERFORMANCE &amp; RESPONSIBILITIES<br />Performance Analysis<br />&bull; Monitor operating conditions &amp; key performance indicators KPI.<br />&bull; Putting daily guide lines for controlling process parameters to maintain product on specs and take safety, economics and equipment reliability in consideration.<br />&bull; Monitor information on process conditions and assist Panel Operators to maintain process operations and achieve optimum process performance &amp; Ensure that process operation is changed to meet production plans<br />&bull; Implementing and reviewing work instructions in HSEQ management system which is related to start up, shut down, emergency shut down and normal operation.<br />&bull; If required, correct incidents, hazardous conditions or emergencies by assuming control of the panel &amp; Share in coordination between process units.<br />&bull; Follow up Lab. Results and discuss recommended actions with day section head/ shift team leader.<br />&bull; Report on activities, progress and results Daily, weekly &amp; monthly to day section head.<br />&bull; Identify problems that might affect achievement of process unit plans &amp; opportunities for improving process unit performance<br />&bull; Monitor fuel &amp; utilities consumption for optimization.<br />&bull; Discuss and identify needs of Panel &amp; Outside Operators and Preparing training plan with Managers and Supervisors.<br />&bull; Attending meetings with scheduling team and Preparing for maintenance plan .<br />&bull; Ensure that plant conditions are maintained &amp; the refinery environmental procedures are followed by Panel Operators within environmental limits<br />&bull; Maintain plant conditions within safe operating limits &amp; personal safety and the safety of others.</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"4fc087da","cairo","Graphic Designer","Creative_Design","Select","Select","Pharmaceuticals","Select","Select","50","3000","2","Entry Level","0-10","2014-01-03 11:01:47","2418","Graphic Designer for the first interactive Online Pharmacy<br /><br /><strong>Job Description:</strong><br /><br />1. Flexible working location - work from home<br />2. Salary is outcome based: Design/50 EGP<br />(around 3 designs per day)","NULL","Per Month","Egyptian Pound"
"c954f574","cairo","Service & Maintenance Engineer","Engineering","Select","Select","Engineering - Mechanical or Industrial","Select","Select","3000","4000","1","Experienced (Non-Manager)","1-3","2014-01-03 14:02:19","2430","<p>About the company&nbsp; : Mayekawa manufacturing company is an international industrial refrigeration, chemical process gas compression and food automation manufacturing company designing and manufacturing large compressor units and food processing equipment for those industries.</p>
we are &nbsp;looking for Service &amp; Maintenance Engineer. ===========================================<br />Job Title: Service &amp; Maintenance Engineer<br />Job Type: Full Time<br />Gender: Male<br />Location: New Cairo or Abroad.<br />Experience: 1-3 years&rsquo; Experience in HVAC and refrigeration compressors.<br />Qualifications: Bachelor of mechanical Engineering<br />Languages: Excellent Command of English<br /><br /><strong>Other Skills:</strong><br /><br />&bull; Excellent Communication Skills<br />&bull; Hard Worker<br />&bull; Work Under Pressure.<br />&bull;Ability to travel<br /><br />","NULL","Per Month","U.A. Emirates Dirham"
"20826d1","cairo","Senior Software Developer","IT_Software Development","Quality Assurance/Quality Control","Select","Information Technology Services","Computer Software","Computer/IT Services","5000","7000","2","Experienced (Non-Manager)","3","2014-01-03 12:01:21","11","Senior Software Tester Engineer for Information Technology Company<br />Location: Cairo
<p>Job Description:</p>
<p>&middot; Preparing Test Cases and Test Scenarios.</p>
<p>&middot; Developing and executing different manual and automated testing to ensure product is up to the standards of quality.</p>
<p>&middot; Tracing bugs till closure.</p>
<p>&middot; Solid background of testing &amp; related aspects.</p>
<p>&middot; Very Good knowledge of writing documentations using MS word.</p>
<p>&middot; Aware of all aspects of verification and validation in all the software development phases.</p>
<p>&middot; Analysing and understanding new &amp; existing software requirements.</p>
<p>&middot; Writing or assisting in the development of test plans and test procedures.</p>
<p>&middot; Problem identification and solution formulation.</p>
<p>.Experience within an Agile environment</p>
<p>&middot; Analyze business solutions and approached and develop the proper strategies and their implementation to achieve the business goals.</p>
<p>&middot; Documenting technical and functional user requirements and specifications.</p>
<p>&middot; Reviews and edits requirements, specifications, business processes and recommendations related to proposed solution.</p>
<p>Qualifications:</p>
<p>&middot; B.Sc. Computer Science or Information system.</p>
<p>&middot; Required Professional Experience</p>
<p>&middot; Experience in writing requirements specifications for Information Systems.</p>
<p>&middot; Excellent communication skills (verbal, written and presentation).</p>
<p>&middot; Attention to detail, tenacity and commitment to full product knowledge.</p>
<p>&middot; willing to travel.</p>
<p>&middot; Ability to work extra hours.</p>
<p>&middot; Self learner.</p>
<p>&middot; ISTQB certification is a plus.</p>
<p>&middot; Strong problem-solving, statistical and analytical skills.</p>
<p>Send ur cv and cover letter to nohaahmed.proactive@yahoo.com Title: Senior Software Tester CVs without cover letters will be ignored</p>","NULL","Per Month","Egyptian Pound"
"f35e9404","cairo","Sr Web Application & Web Designer","IT_Software Development","Select","Select","Internet Services","Select","Select","2000","3000","2","Experienced (Non-Manager)","6","2014-01-03 19:01:23","9","<strong>Description: Sr.<span style=""font-size: 1.5em;"">Web Designer/Developer</span></strong>&nbsp; &nbsp;with JAVA &amp; Flex and SAAS
<p>Sr. Web Applications Developer Job Purpose: Creates user information solutions by developing, implementing, and maintaining Internet/intranet applications; leading team of developers.</p>
<p><span>Position Roles and Responsibilities</span><br /><br /><span>The selected candidate will:</span><br /><br /><span>&acirc;&mdash; Divide their time between Web Development and Web Design.</span><br /><br /><span>&acirc;&mdash; Be the team leader in the entire development process.</span><br /><br /><span>&acirc;&mdash; Develop web applications/pages using Flash, CSS, ActionScript, XML and XHTML.</span><br /><br /><span>&acirc;&mdash; Provide technical advice during product development stages.</span><br /><br /><span>&acirc;&mdash; Design user-friendly and visually appealing websites.</span><br /><br /><span>&acirc;&mdash; Work with client to ensure goals and needs are met in the design process.</span><br /><br /><span>&acirc;&mdash; Provide design and logistic advice to client on what each website will need.</span><br /><br /><span>&acirc;&mdash; Manage company&acirc;&euro;&trade;s intranet - employee communication and information sharing portal.</span><br /><br /><span>&acirc;&mdash; Design and manage newsletters and other marketing materials for the intranet.</span><br /><br /><span>&acirc;&mdash; Give presentations at conferences as well as internal events on web design and intranet.</span><br /><br /><span>&acirc;&mdash; Test functionality of websites in various browsers for quality assurance.</span><br /><br />Defines site objectives by analyzing user requirements; envisioning system features and functionality.<br />Designs and develops user interfaces to Internet/intranet applications by setting expectations and features priorities throughout development life cycle; determining design methodologies and tool sets; completing programming using languages and software products; designing and conducting tests.<br />Recommends system solutions by comparing advantages and disadvantages of custom development and purchase alternatives.<br />Integrates applications by designing database architecture and server scripting; studying and establishing connectivity with network systems, search engines, and information servers.<br />Creates multimedia applications by using authoring tools.<br />Completes applications development by coordinating requirements, schedules, and activities; contributing to team meetings; troubleshooting development and production problems across multiple environments and operating platforms.<br />Supports users by developing documentation and assistance tools.<br />Updates job knowledge by researching new internet/intranet technologies and software products; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations.<br />Enhances organization reputation by accepting ownership for accomplishing new and different requests; exploring opportunities to add value to job accomplishments.<br />Supports and develops web application developers by providing advice, coaching and educational opportunities.<br />Skills/Qualifications: Verbal Communication, Web User Interface Design, Web Programming Skills, Software Requirements, Software Architecture, Software Development Fundamentals, Object-Oriented Design (OOD), Multimedia Content Development, Software Debugging, Technical Leadership, Written Communication.<br /><br />for Web Site&nbsp;<strong><span>Developer</span></strong>&nbsp; &nbsp;<br /><br /></p>
<p><strong>DUTIES AND RESPONSIBILITIES</strong></p>
<ul>
<li>Responsible for design maintenance of all Web sites and other electronic publications and applications.</li>
<li>Deals with preparation of illustrative materials from artists and vendors.</li>
<li>Ensures that all design elements, templates and finished solutions work within a variety of browser types and screen settings along with the constraints set by development and design.</li>
<li>Works with marketing and development staff on style and approach for all projects.</li>
<li>Provides design elements, comps, templates, and finished solutions.</li>
<li>Participates in efforts to improve quality of Web sites and other electronic publications as required.</li>
</ul>
<br /><br />","NULL","Per Month","Egyptian Pound"
"463f5324","cairo","Technical Support Agent","Engineering","Select","Select","Engineering Services","Select","Select","2000","3200","1","Experienced (Non-Manager)","1-3","2014-01-05 14:27:34","3012","<ul>
<li>specifying our products to be installed in projects&nbsp;</li>
<li>visiting people in public sectors to and giving them seminars about LED and its effect in decreasing energy consumption</li>
<li>making calculations for outdoor lighting design for road and urban</li>
</ul>
<br /><strong>Requirements:<br /><br /></strong>
<ul>
<li>Electrical Engineer<strong>.</strong></li>
<li>1-3 years of experience.</li>
</ul>","NULL","Per Month","Egyptian Pound"
"bf7f22f","cairo","Outgoing Tour Operator","Customer Service_Support","Administration","Select","Travel, Transportation and Tourism","Select","Select","1200","1500","1","Experienced (Non-Manager)","2","2014-01-04 12:01:36","913","<br /><span style=""text-decoration: underline;"">Experience</span> :<br /><br /><br />2 years minumum experience in outbound tourism <br /><br /><span style=""text-decoration: underline;"">Jop description : </span><br /><br />Handling outgoing packages from A to Z Including accommodation, aviation , visa, tours... etc <br /><br /><span style=""text-decoration: underline;"">Skills : <br /></span><br />Excellent communications skills.<br />Easily and quickly identify and resolve problems.<br />Ability to work under pressure<br />Ability to negotiate&nbsp;with suppliers for best deals <br />Works well independently, or in a teamwork <br />Handling customer, searching quickly on effectively ways for helping.<br />Excellent communication and presentation capabilities .","NULL","Per Month","Egyptian Pound"
"c0ab218a","cairo","Titanium Mobile Developer","IT_Software Development","Select","Select","Computer Software","Computer Games","Computer/IT Services","2000","3500","2","Experienced (Non-Manager)","1+","2014-01-04 12:01:49","941","<strong>Job Description:</strong>
<p>1-3 years of work experience<br />(must have developed or participated in development of Mobile App)</p>
<p>A Software developer will work in a team to deliver high quality innovative mobile Apps,</p>
<p>Develop applications in optimal &amp; cost effective method<br />Optimize Code &amp; Perform unit testing</p>
<p><span style=""font-size: 12px;"">Should have the following:<br /><br /></span><span style=""font-size: 12px;"">Ability to work independently or as part of a team.&nbsp;<br /><br /></span><span style=""font-size: 12px;"">Ability to work without any technical supervision.</span></p>
<p>Ability to analyze information and make appropriate recommendations.<br /><br />A University degree in a related discipline: Software Engineering, Computer Science, informatics engineering,<br />Skills<br />Should have at least 2 skills of below :</p>
<p>-Titanium or other Cross-platform tools<br />-IOS SDK / Objective-C<br />-Android SDK<br />- C#<br />-HTML5<br />-Vuforia or other Augmented Reality tools<br />-Other Web &amp; mobile development.</p>","NULL","Per Month","Egyptian Pound"
"ddae1132","cairo","Corporate Unit Manager","Customer Service_Support","Management","Sales/Retail/Business Development","Travel, Transportation and Tourism","Management Consulting Services","Business Services - Other","6500","8000","1","Manager","7","2014-01-04 15:06:34","2014","<p><strong>Title</strong>: Corporate Unit &ndash; Manager</p>
<p><strong>Reports</strong> <strong>to</strong>: Operations Manager</p>
<p><strong>Department</strong>: Operations</p>
<p><strong>Business Unit</strong>: Corporate<br /><br /><span style=""text-decoration: underline;""><strong>Responsibilities &amp; Duties:</strong></span></p>
<ul>
<li>Developing and maintaining strategic business relationships with key accounts</li>
<li>Responsible for executing key accounts agreements.</li>
<li>Conducting regular key account visits to promote the Company&rsquo;s brand and increase services&rsquo; awareness and maintain profitable client business relationship.</li>
<li>Ensure &amp; develop the business cycle entire the corporate unit.</li>
<li>Supervise and manage the service delivery process and resolving any problems in the delivery in collaboration with the corporate team.</li>
<li>Managing and developing the corporate team to efficiently perform their roles in handling all the accounts activities.</li>
<li>Train, evaluate, and follow-up with corporate unit employees.</li>
<li>Attend meeting with existing/new Corporate customer&rsquo;s focal points.</li>
<li>Allocate corporate Budget and discuss fleeting plan with the Operation manager.</li>
<li>Verify each agreement duration to ensure cars return back or contract renewal.</li>
<li>Monitor the corporate team progress &amp; assign their duties accordingly.</li>
<li>Ensure quality of work of his subordinates.</li>
</ul>
<span style=""text-decoration: underline;""><strong>Requirments:</strong></span><br /><ol>
<li>6-8 Years of Experience in Corporate account management</li>
<li>Minimum 3 Years in a managerial position</li>
<li>Retail, hospitality &amp; tourism background is highly appreciated</li>
<li>High Leadership &amp; management skills</li>
<li>Exceptional communication skills</li>
</ol>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"16f2c297","all governorates","Veterinary Medical Representative","Medical","Marketing","Sales/Retail/Business Development","Veterinary","Select","Select","2000","2500","5","Entry Level","1-3","2014-01-06 11:53:24","1455","We are well established Veterinary Pharmaceutical Company Working in the Egyptian market for more than 10 years . <br />We are agent for Multiple well known&nbsp; Multinational and International Companies.<br />We Have a large range of Pharmaceuticals, cosmetics &amp; feed additives for poultry , large animals &amp; pet animals. <br /><br /><span style=""text-decoration: underline;""><strong>Our company are seeking for candidates for immediate hiring in the positions of</strong></span><br />1- <span style=""text-decoration: underline;"">Medical representatives</span> : Responsible for promoting our products to customers , direct selling and&nbsp; collecting payments <br /><span style=""text-decoration: underline;"">2- Field force supervisors :</span>&nbsp; Responsible for coaching and monitoring&nbsp; medical reps. , make full support to medical reps. , promoting our products to Key customers , <br /><br /><span style=""text-decoration: underline;""><strong>Requirments</strong> </span>:<br /><span style=""text-decoration: underline;"">1- Medical representatives</span> : <br />a- Veterinarian&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; <br />b- age not more than 28 years<br />c- has a valid driving licence&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <br />d- good command for English and computer literate<br /><span style=""text-decoration: underline;""><br />2- Supervisor</span> : <br /><br />a- Veterinarian&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <br />b- age not more than 33years <br />c- experience at least 2 years in the same position&nbsp;&nbsp; <br />d- has a valid driving licence<br />e-good command for English and computer literate<br /><br /><span style=""text-decoration: underline;""><strong>We offer ;</strong></span><br />1- Very attractive Basic salaries . <br />2- per quarter and annual incentives <br />3- car <br />4- other benefits and offers <br />. <br /><br />","NULL","Per Month","Egyptian Pound"
"9066b039","cairo","Direct Sales and Marketing Agent","Sales_Retail_Business Development","Marketing","Select","Insurance","Select","Select","1500","2500","40","Entry Level","1","2014-01-04 13:01:10","1571","<strong>General qualifications:</strong><br />
<ul>
<li>1-3 yrs of experience in sales field Male or Female</li>
<li>University degree</li>
<li>Good command of English</li>
<li>Negotiation, leadership and reporting skills</li>
<li>Ability for numerical analysis</li>
<li>Ambitious, self confident &amp; willing to learn</li>
<li>An ability to work within a big team, under pressure and meet tight deadlines &nbsp;</li>
</ul>","NULL","Per Month","Egyptian Pound"
"2b148b35","cairo","Reservation Specialist","Food Services_Hospitality","Customer Service/Support","Management","Business Services - Other","Travel, Transportation and Tourism","Select","4000","5000","1","Experienced (Non-Manager)","5","2014-01-04 17:01:03","1568","<p><span style=""text-decoration: underline;""><strong>Job Summary:</strong></span></p>
<ul>
<li>Handle reservations via e-mail, website or phone calls</li>
<li>Provide full support to users/customers locally &amp; globally</li>
<li>Managing Short Term Individual Reservation processed via email and phone</li>
<li>Up-selling , Online Booking engine tool (Click4wheels) and promote products for local travel agencies.</li>
<li>Conduct training to the local Travel Agency Staff on Click4wheels and company Standards.</li>
<li>Monitor Travel Agencies reservation</li>
<li>Handle Local Travel Agencies Queries and customer claims</li>
</ul>
<p><strong><span style=""text-decoration: underline;"">Qualifications:</span></strong></p>
<ul>
<li>Minimum 5 years of experience in Hotels reservations or Multinational travel agency is a must.</li>
<li>Minimum 3 years in senior role</li>
<li>Excellent command of English language</li>
<li>Exceptional communication skills</li>
<li>Solid background in handling customers</li>
<li><strong>Females only</strong></li>
<li>Enthusiastic, energetic &amp; Creative</li>
<li>Expert MS office &amp; Internet User</li>
<li>Preferably Heliopolis or Nasr City residents</li>
</ul>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"ad80f99b","cairo","Customer Support Agent","Customer Service_Support","Select","Select","Computer Hardware","Computer Networking","Computer Software","2000","3500","2","Entry Level","1-3","2014-01-30 15:02:19","3791","<strong>Job Description:<br /><br /></strong>
<p>-&nbsp;Troubleshoot Customers' related branches IT network, infrastructure, software and hardware problems to ensure smooth operational efficiency &amp; reports to senior technical support engineer if any upgrades are needed.<br />-&nbsp;Run network applications to support systems and users.<br />-&nbsp;Install and configures computer systems.<br />- Install and configures computer servers.<br />-&nbsp;Handle/ Troubleshoot all the (Printers, Faxes, Scanners, Photocopiers) Machines.<br />-&nbsp;Maintain the hardware and software and security of the customers' systems to satisfy the company needs regarding technology equipment.<br />-&nbsp;Install different hardware and software for the customers to help facilitate their operational efficiency and workflow.<br />-&nbsp;Handle the incident management for purposes of maintaining records and problem solving.<br />-&nbsp;Update the operational level agreement to ensure that recurring problems are minimized and submits any other reports when requested to facilitate decision making.<br />- &nbsp;Apply the customers' SLA terms and conditions.<br />- Achieve a full customer satisfaction as per company's service standard.<br /><br /></p>
<p><strong>Skills:<br /><br /></strong></p>
<p>-&nbsp;1-3 years working experience in the same field.<br />-&nbsp;Good command of English language.<br />-&nbsp;Experience in Computer Assembly &amp; Network infrastructure knowledge.<br />-&nbsp;System administration/support experience in windows platform (2003/2008/2012/XP/7/8).<br />-&nbsp;Ability to handle multiple tasks at a time; work under pressure meeting deadlines.<br />- Customer focused.<br />- Results oriented.</p>
<p><strong>Education</strong>:<br /><br />-&nbsp;Bachelor of computer science or engineering.<br />-&nbsp;CCNA, MCITP is a plus.</p>","NULL","Per Month","Egyptian Pound"
"66dc2a3e","cairo","Corporate Account Manager","Customer Service_Support","Sales/Retail/Business Development","Select","Business Services - Other","Select","Select","2500","3000","1","Entry Level","2-3","2014-01-04 18:01:04","1785","<p><em><strong><span style=""text-decoration: underline;"">Job Summary</span></strong></em></p>
<ul>
<li>Follow-up his corporate customers requests and complains and make sure that vehicles are serviced in a good condition through his communication with corporate drivers and responsible.</li>
<li>Most of all build trust, value others, communicate effectively, drive execution, foster innovation, collaborate with others, make sound independent decisions, and demonstrate high integrity. Furthermore, maintain professional internal and external relationships that meet our core values.</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>TASKS &amp; RESPONSABILITIES:</strong></span></p>
<ul>
<li>Issue rental agreement and reservation.Assign primary duties and daily tasks to the drivers.</li>
<li>Work with Corporate Supervisor to troubleshoot service repair issues, down equipment, ready-line equipment.Work with the maintenance department , administration department and cost controller to work on the best revenue for the least Cost.(Value for Money )</li>
<li>Attend meeting with existing/new corporate customer&rsquo;s focal points.</li>
<li>Ensure a pleasant, smooth and efficient handling of the rental for each customer by assisting in the exchange and return vehicle processes; review rental parameters with all customers to ensure a complete understanding of rates and service charges, verify each agreement duration to ensure cars return back or contract renewal</li>
<li>Prepare Rental Agreement Folder with all required information; offer all customers assistance with directions, maps, local area information and appropriate service information.</li>
<li>Work on behalf of the customer and the company to resolve issues in a fair and equitable manner to ensure continued customer loyalty.</li>
<li>Follow-up on contracts terms and condition, due payments , and monthly closing with Credit Controllers and Sales Manager.Enter and maintain information in operation software.</li>
</ul>
<ul>
<li>Respond to customers' inquiries, and Complains</li>
<li>Bachelor Degree preferably in accounting Or Business administration</li>
<li>2-3 years of experience in handling corporate accounts</li>
<li>Must have a driving license</li>
<li>Exceptional communication skills</li>
<li>Customer oriented</li>
<li>Very good command of English</li>
<li>Energetic &amp; hard worker</li>
</ul>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"7bd91a86","alexandria","General Manager","Management","Project/Program Management","Administration","Education","Religious Institutions","Select","2500","4000","1","Experienced (Non-Manager)","2-4","2014-01-04 23:01:22","1562","<p>&nbsp;<strong>Description:</strong></p>
<p>We are seeking a Male/Female (wearing a veil) to work as a general manager in a growing small online Academy for teaching Quraan and the Arabic language to non-Arabic speaking Muslims worldwide. The job will require you take on the responsibility of growing the Academy by increasing business and handling operational and technical challenges that arise in the process. The job will require an individual with a high sense of personal responsibility, inner drive, and perseverance. The general manager will be responsible for devising a plan to achieve company objectives, aligning it with company strategy and mission, and following through with its implementation with the tools and resources at his/her disposal. The job is based in our Alexandria office.</p>
<p><strong><br /><br />Skills Required:</strong></p>
<ul>
<li>Proficiency in the English language (with a focus on reading and writing)</li>
<li>Excellent basic computer skills (Microsoft Word, Excel, PowerPoint and Internet research)</li>
<li>Capability of managing different types of people across several disciplines</li>
<li>Excellent administrative and communication skills</li>
<li>Capability to assess different alternatives and reach informed decisions</li>
<li>Capability to make the most out of constrained budgets</li>
<li>Ability to make adequate recruitment and purchasing suggestions based on the growth needs of the Academy</li>
<li>Capability to analyze large amounts of data and come out with actionable suggestions for optimization</li>
</ul>
<p><strong><br /><br />Having any of the below qualifications will be considered as an asset:</strong></p>
<ul>
<li>Experience in business development with a focus on online marketing</li>
<li>Capability of managing/monitoring the development of software related projects</li>
<li>Having proven experience in managing groups of people</li>
<li>Owning or managing another successful business in the past</li>
<li>Having a wide network of professionals that can assist with the task</li>
</ul>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"3611bb8d","cairo","Sales & Marketing Specialist","Sales_Retail_Business Development","IT/Software Development","Marketing","Computer Software","Computer Games","Information Technology Services","3500","5000","2","Experienced (Non-Manager)","2-5","2014-01-05 11:01:50","2275","<strong>Description:</strong>
<p><strong>General Summary:<br /><br /></strong></p>
<p>Achieves maximum sales profitability, growth and account penetration by effectively selling the company&rsquo;s products and/or related services.</p>
<p>Personally contacts and secures new business accounts/clients.<br /><br /></p>
<p><strong>CORE FUNCTIONS:<br /><br /></strong></p>
<p> Promotes/sells/secures orders from existing and prospective clients through a relationship-based approach.</p>
<p> Demonstrates products and services to existing/potential clients and assists them in selecting those best-suited to their needs.<br /><br /></p>
<p><strong>DETAILS OF FUNCTION:<br /><br /></strong></p>
<ul>
<li> Establishes develops and maintains business relationships with current and prospective clients to generate new business for the organization&rsquo;s products/services.</li>
<li> Makes telephone calls and in-person visits and presentations to existing and prospective clients.</li>
<li> Researches sources for developing prospective clients and for information to determine their potential.</li>
<li> Develops clear and effective written proposals/quotations for current and prospective clients.</li>
<li> Expedites the resolution of clients problems and complaints.</li>
<li> Analyzes market&rsquo;s potential clients and determines the value of existing and prospective clients value to the organization.</li>
<li> Creates and manages a client&rsquo;s value plan for existing clients highlighting profile, share and value opportunities.</li>
<li> Identifies advantages and compares organization&rsquo;s products/services.</li>
<li> Plans and organizes personal sales strategy by maximizing the Return on Time Investment for the market.</li>
<li> Supplies management with oral and written reports on clients&rsquo; needs, problems, interests, competitive activities, and potential for new products and services.</li>
<li> Keeps abreast of product applications, technical services, market conditions, competitive activities, advertising and promotional trends through the reading of pertinent literature and consulting with marketing and technical service areas.</li>
</ul>
<br />
<p><strong>QUALIFICATIONS:<br /><br /></strong></p>
<p>. At least 2 year of experience in software, Mobile Apps and/or ERP systems, Business solutions background is a must.</p>
<p>&middot; Bachelor degree in [Business administration or computer science].</p>
<p>&middot; Demonstrated skills for problem solving; ability to determine solutions for clients (consultative sales approach).</p>
<p>&middot; Must be results-orientated and able to work both independently and within a team environment.</p>
<p>&middot; Excellent command of English both spoken and written is nonnegotiable.</p>
<p>&middot; Must possess excellent verbal and written communication skills.</p>
<p>&middot; Proficiency in using Microsoft Office Suite applications.</p>
<p>Salary : Basic + Commission</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"fd4d6828","cairo","Account Manager","Marketing","Sales/Retail/Business Development","Select","Information Technology Services","Computer Software","Select","10000","15000","5","Manager","10+","2014-01-05 12:01:15","1417","<ul>
<li>Responsible for achieving the assigned sales target and enhancing general sales capacity within the country / region / sector.Identify,</li>
<li>build and maintain strong relationships with government entities,</li>
<li>prioritized industries and third party vendors in his region.</li>
<li>Responsible for collecting information on market and industry trends, tenders, incumbents, technology and price sensitivity for prioritized industries and identifying potential leads.</li>
<li>Educate the client and local partner about GET technology through presentations, marketing materials, site visits, etc.</li>
<li>Assist customers whenever possible in issuing the RFP to ensure high match between the technical specifications of the provided solutions to the tender technical requirements to maintain high degree of competitiveness.</li>
<li>Responsible for entering any required information in the CRM system.Maintain complete knowledge and understanding of any tender or bidding requests from customer/partner and recommend GET&rsquo;s approach to tender (bidding structure) to the Business Unit Director of Sales and Managing Director.</li>
<li>Responsible for the bid management process.</li>
<li>Manage Pre-sales support and hand over pertinent information for identified tenders and opportunities on a timely basis.</li>
<li>Liaise with Operations division to hand over awarded contracts along with all project details and requirements.</li>
<li>Maintain relationship with existing clients and identify opportunities to upsell/ expand portfolio.</li>
<li>Maintain presence in relevant trade shows for Country Representation.</li>
<li>Provide support to team in organising the trade shows in his region.Perform any other related job duties as requested by direct supervisor and as per the process framework, the commitment or finance authority delegation matrix.</li>
</ul>
<p>&nbsp;</p>
<p>Bachelor&rsquo;s degree in Marketing / Sales, Engineering or any other relevant field Post graduate qualification / training in Sales<br /><br /></p>
<p><strong>PROFESSIONAL EXPERIENCE:</strong></p>
<p>Public sector sales experience Ten (10) years of relevant experience<br /><br /></p>
<p><strong>OTHER SKILLS/REQUIREMENTS:</strong></p>
<p>English and Arabic (not required in USA) proficiency Knowledge of other language is preferable</p>
<p><br /><br /></p>","NULL","Per Month","Egyptian Pound"
"c7470958","cairo","Technical Support Agent","Engineering","Select","Select","Information Technology Services","Select","Select","5000","7000","40","Entry Level","0-4","2014-02-16 13:59:32","3828","French Speakers jobs:
<p>A big multinational Corporation that provides IT services &amp; solutions in NOW HIRING the following:</p>
<p>Technical Support Engineer - French Speakers<br /><br /><strong>Principals and Duties:</strong><br /><br />&bull; Regularly provides technical support expertise in a complex information<br />infrastructure environment with the need to integrate EMC products and<br />systems with other EMC and non-EMC computer systems being operated by<br />customers.<br />&bull; Applies technical support expertise to independently diagnose and resolve complex customer issues involving unique systems and environments and unique operational issues.<br />&bull; Customer requests may be received by Support Centers through automated dial-homes, voice initiated technical calls from Customers, Partners, internal and field EMC employees, Chat and Web support calls.<br />&bull; Accepts escalated requests from other technical team members; makes independent decisions to<br />determine service level severity and assess when and how to escalate to other resources.<br />&bull; Works with cross functional teams in resolving customer issues; identifies and provides resolutions to a diverse range of technical problems.<br />&bull; Acts as a remote customer advocate and provides problem determination to resolve customer issues.<br />&bull; Identifies and documents with management to proactively revise current procedures and tools to improve customer satisfaction.<br />&bull; Helps develop and participates in training and skills development of others.<br /><br /></p>
<p><strong>Required Skills and Experience:<br /><br /></strong></p>
<p>&bull; French Language is a must<br />&bull; 0-3 years Technical Support experience<br />&bull; Knowledge in one of the following is a plus: EMC Storage - VMWare - programming languages &ndash; UNIX<br />&bull; Bachelor in Engineering is required (Electronics &amp; communication OR Computer Engineering OR Computer Science OR Information Systems).</p>
<p><strong>Job Benefits:</strong><br /><br />&bull; Very Good Salary starting is 5,000 EGP (Based on experience &amp;interview).<br />&bull; Promising career in a multinational Co.<br />&bull; Transportation is covered for everywhere except New Cairo.<br />&bull; Job location is... New Cairo.</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
